gene_id	Tamaulipas-pistils-0hr-25C-R1_	Tamaulipas-pistils-0hr-25C-R2_	Tamaulipas-pistils-3hr-25C-R1_	Tamaulipas-pistils-3hr-25C-R2_	Tamaulipas-pistils-3hr-37C-R1_	Tamaulipas-pistils-3hr-37C-R2_	Tamaulipas-pistils-8hr-25C-R1_	Tamaulipas-pistils-8hr-25C-R2_	Tamaulipas-pistils-8hr-37C-R1_	Tamaulipas-pistils-8hr-37C-R2_
Solyc02g087650.4.1	19.411101	33.185207	15.569667	29.285027	22.470273	32.475105	16.200129	26.433751	30.534293	41.223519
Solyc02g087660.4.1	1.345867	1.178330	0.739983	0.805224	0.151695	0.113425	1.129516	0.291964	0.075539	0.100133
Solyc02g150142.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g087670.3.1	17.617705	62.313626	19.784404	183.368207	46.605350	10.084898	25.514762	83.153958	17.339524	22.869822
Solyc02g087680.1.1	0.000000	0.000000	0.137184	0.000000	0.000000	0.253030	0.641463	0.108263	0.306919	0.224640
Solyc02g087690.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g087710.3.1	50.769018	69.724468	45.748626	58.038741	63.357578	59.634162	51.826743	54.962757	62.215665	63.149896
Solyc02g087720.1.1	9.748029	8.212520	8.755391	8.005505	12.766044	14.712348	6.615899	8.361472	16.966595	14.993599
Solyc02g087730.3.1	20.981030	17.891097	18.071796	16.158017	22.908598	17.197441	18.039116	17.968130	19.717110	17.733157
Solyc02g087740.3.1	53.572948	65.993741	45.753900	34.374806	73.155531	71.301944	56.520671	39.516700	56.667161	56.366178
Solyc02g087750.3.1	132.833647	126.786196	124.665893	116.312680	133.820757	134.036599	105.687989	116.982550	107.490684	101.834931
Solyc02g087760.3.1	18.476117	22.467307	19.012821	22.609948	27.710059	29.722345	25.324752	22.813554	37.435862	30.677247
Solyc02g087770.3.1	11.911604	11.811389	6.605080	10.112465	5.709691	6.254421	9.888934	7.905360	7.387941	5.889568
Solyc02g087780.3.1	20.489390	15.841500	21.915368	16.719543	15.676249	14.875543	24.817932	18.369443	17.821924	14.302157
Solyc02g087790.2.1	0.023531	0.053138	0.258926	0.156658	0.265637	0.285580	1.695034	0.109994	1.329135	0.056517
Solyc02g087800.3.1	1.409965	1.555629	2.083268	1.504393	2.024698	2.631712	2.066325	1.819845	2.982816	2.446221
Solyc02g087810.3.1	1.224935	1.548987	2.291295	2.532057	5.087904	4.793325	3.946246	4.201509	7.945404	5.942310
Solyc02g087820.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g087830.4.1	1.200851	3.450559	0.185525	1.052555	0.249764	1.885723	0.104271	0.097442	0.589781	0.473431
Solyc02g087840.3.1	36.007018	31.396674	13.480712	20.960279	15.100195	24.891134	13.434198	16.422388	19.839265	17.361067
Solyc02g087850.1.1	9.276219	14.236820	10.098880	9.260617	31.263747	51.467091	7.999881	9.659137	21.801194	33.479725
Solyc02g087860.3.1	284.284146	316.543805	363.707501	168.967438	422.343330	247.098075	131.631629	169.357435	215.818341	331.787150
Solyc02g087870.3.1	2.752155	3.866837	4.641225	4.456734	6.126971	10.507345	4.737937	5.716005	9.574364	7.947767
Solyc02g087880.3.1	0.834539	0.975382	0.610230	1.481903	0.982023	0.333213	1.373653	0.241446	1.105978	0.341857
Solyc02g087890.4.1	33.268902	47.268174	67.057682	57.403116	367.750256	224.256849	228.682194	44.347209	530.207168	224.112709
Solyc02g087900.3.1	26.681087	30.872378	23.414538	23.568286	39.608760	41.209230	27.946007	25.580497	41.282228	36.939172
Solyc02g087910.3.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g087920.3.1	0.039643	0.000000	0.000000	0.021879	0.020322	0.000000	0.000000	0.023024	0.034987	0.000000
Solyc02g087930.3.1	77.871551	123.326256	81.857772	96.713808	104.745519	100.461049	88.945587	93.381769	94.834189	106.871821
Solyc02g087940.4.1	14.113145	11.981899	19.982661	19.791189	34.300128	29.263937	22.858095	20.907986	33.309664	32.465818
Solyc02g087950.3.1	21.161848	19.585740	17.808709	16.894071	21.287613	24.146022	17.923454	17.110266	17.023745	17.839328
Solyc02g087960.3.1	5.849867	3.684403	2.922148	5.156053	8.081715	10.194344	5.481092	2.550687	5.186822	4.266993
Solyc02g087970.1.1	366.997586	638.289218	249.736574	422.107078	283.058464	407.614125	308.659803	260.588337	178.840365	185.986915
Solyc02g087975.1.1	0.523908	0.943015	0.000000	0.134898	0.000000	0.186247	0.266753	0.295122	0.000000	0.155316
Solyc02g087980.3.1	1.170550	1.526767	0.339459	0.562930	0.409116	0.527658	0.671634	0.395455	0.644780	0.406454
Solyc02g087990.4.1	1.026851	0.592404	1.639857	0.557445	1.156777	1.282501	0.839621	0.774774	0.470633	0.476843
Solyc02g088000.3.1	4.501345	5.841297	5.891161	5.312157	8.589220	10.951858	7.373495	6.830564	9.999620	9.340566
Solyc02g088010.3.1	23.728130	27.805702	21.230923	22.799193	26.807694	24.847095	24.706021	22.977997	25.135605	20.897230
Solyc02g088020.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g088030.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g088040.1.1	8.344666	12.449763	10.206684	13.035299	14.709312	15.276292	9.455202	10.940885	10.462696	10.400645
Solyc02g088050.1.1	0.000000	0.000000	0.000000	0.000000	0.703321	0.000000	0.715383	0.000000	0.000000	0.000000
Solyc02g088060.3.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.165413	0.000000
Solyc02g088070.3.1	2.598070	3.230553	1.234026	1.580281	3.204514	2.794044	3.287583	3.212984	3.771979	3.625327
Solyc02g088080.2.1	2.792979	3.363243	0.993545	1.973746	0.875834	0.609463	1.779775	0.525624	0.000000	0.546083
Solyc02g088090.1.1	122.055864	223.867826	93.777021	79.928516	202.854471	357.002576	59.416733	44.213741	234.231202	243.277033
Solyc02g088100.3.1	6.587583	16.426738	4.027468	12.559119	9.827829	15.430388	10.493445	11.814639	42.550528	35.771432
Solyc02g088110.4.1	14.669013	14.979093	13.778028	11.951327	16.618841	16.715533	14.535579	13.994689	20.023375	15.770582
Solyc02g088120.4.1	2.971455	2.387008	3.730162	1.304048	5.349364	4.236080	1.898318	3.066795	5.795250	4.253960
Solyc02g088130.1.1	3300.618049	2444.597447	2534.403298	683.902910	835.545900	504.745898	1227.596435	723.446375	722.150106	184.838848
Solyc02g088140.3.1	0.173996	0.211797	0.136905	0.160685	0.131367	0.627679	0.134977	0.218943	0.423079	0.200354
Solyc02g088150.1.1	0.000000	0.080347	0.121360	0.326632	0.076192	0.213269	0.237219	0.526910	0.409284	0.366530
Solyc02g088160.4.1	0.757430	1.027227	0.538385	0.777067	0.467927	0.677175	0.690220	1.111830	0.905137	1.141083
Solyc02g088170.2.1	2.411165	1.238968	3.218878	2.479100	11.876742	10.741928	1.080775	1.858946	11.322952	7.735173
Solyc02g088180.3.1	239.562060	268.648028	318.156016	174.824641	747.859790	583.218144	169.221483	181.785089	603.594601	507.113360
Solyc02g088190.4.1	3.838521	3.534590	4.294884	7.437979	7.402572	6.599161	6.672176	4.851140	5.511387	4.904177
Solyc02g088200.4.1	2.335296	3.661601	1.943558	2.982013	1.529473	3.133073	2.587964	3.723985	3.827293	3.013789
Solyc02g088210.3.1	14.501841	14.263255	12.936096	11.340469	15.011281	12.506331	13.275097	13.363508	14.591037	12.551077
Solyc02g088220.3.1	0.482788	0.884831	0.383181	0.559320	0.314636	0.451588	0.630368	0.351007	0.715769	0.380009
Solyc02g088230.3.1	1.204099	2.171771	0.583708	1.383177	0.309741	1.192319	0.638092	1.081349	1.020290	0.736923
Solyc02g088240.4.1	0.207753	0.216318	0.074927	0.157773	0.046553	0.059461	0.019210	0.119084	0.033683	0.030705
Solyc02g088260.3.1	77.911382	82.651116	79.486406	71.286234	83.184929	83.314137	106.664280	74.186498	105.817212	70.346785
Solyc02g088270.3.1	0.190976	0.060367	0.393827	0.577055	2.457697	1.105160	5.847433	1.046935	13.171043	3.965893
Solyc02g088280.3.1	7.038479	13.189809	8.456538	11.315273	16.819211	12.842893	13.999291	11.807208	17.647355	15.716845
Solyc02g088290.4.1	5.676776	5.580212	5.386998	5.222106	11.511544	11.685035	6.434784	6.037976	14.298571	9.849575
Solyc02g088300.3.1	5.486639	6.040914	6.241558	6.096956	11.070997	11.164165	6.956687	7.432482	14.550845	11.645164
Solyc02g088310.1.1	1.515609	1.850231	1.194284	1.567869	1.801659	2.289686	1.118397	2.301245	0.672497	2.124457
Solyc02g088320.4.1	39.908934	46.561605	53.867718	40.621821	49.079065	40.082102	35.380979	48.718371	28.039870	30.717240
Solyc02g088330.2.1	2.653088	4.205699	2.921548	5.225253	6.807976	5.576000	3.775948	4.415124	7.323926	5.619659
Solyc02g088340.4.1	5.215401	6.708065	14.119042	11.392904	24.436446	22.302978	17.621374	20.218397	20.847490	21.211882
Solyc02g088350.4.1	33.170788	35.264937	37.134890	32.997419	62.163154	42.710924	53.762066	44.941453	72.858883	68.226403
Solyc02g088360.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g088370.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g088380.4.1	0.036777	0.037532	0.116160	0.036417	0.071501	0.047473	0.000000	0.078315	0.260282	0.162316
Solyc02g088390.4.1	29.753496	19.305688	32.303885	40.438445	63.254818	98.535577	39.819943	29.427179	55.414250	63.630223
Solyc02g150143.1.1	4.880279	2.862808	5.711975	3.236662	12.967511	8.674402	4.692727	5.290772	15.624637	8.818450
Solyc02g088410.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g088420.3.1	0.000000	0.000000	0.000000	1.480309	1.345485	2.753576	0.000000	0.000000	2.807613	0.000000
Solyc02g150144.1.1	0.000000	0.000000	0.201042	0.000000	0.273751	0.000000	0.000000	0.165788	0.300045	0.000000
Solyc02g088430.1.1	0.410839	0.361774	0.397910	0.333843	0.457217	0.359968	0.297905	0.332284	0.698532	0.548951
Solyc02g088440.1.1	8.186057	4.390441	14.981694	4.361626	40.016566	39.234450	12.646941	16.609738	38.736021	78.238666
Solyc02g088450.4.1	22.260148	15.926010	26.449061	17.421496	16.369885	9.941826	22.599004	21.849832	8.294420	9.110488
Solyc02g088460.4.1	79.840506	88.939017	63.522173	61.877002	51.003067	40.896278	76.222383	65.579521	67.579359	47.595359
Solyc02g088470.1.1	0.556191	0.634516	1.144979	1.015162	4.129472	5.903477	2.674142	2.253402	6.454788	5.055953
Solyc02g088480.3.1	5.046516	6.456743	4.385003	3.624065	10.175818	8.900265	8.752370	4.288323	9.928240	7.952081
Solyc02g088490.3.1	10.946639	13.484684	11.750464	11.610812	21.147775	20.208322	10.461809	13.658905	19.749222	19.430760
Solyc02g088500.1.1	0.114248	0.129194	0.029969	0.126821	0.098063	0.025674	0.099421	0.044505	0.202040	0.137150
Solyc02g088510.4.1	6.610483	5.984003	7.570727	5.157916	20.764184	25.514714	13.922725	8.085695	24.363736	24.115532
Solyc02g088520.4.1	18.858030	22.318171	17.501511	17.662492	41.499003	25.615473	22.006626	19.314601	27.762659	19.917913
Solyc02g088530.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	4.567836	0.000000	3.974980	0.000000	2.031196
Solyc02g088540.3.1	1.274488	1.685878	1.296609	1.512341	1.153160	1.503427	2.329277	1.698311	3.029119	2.099667
Solyc02g088550.4.1	81.922090	85.638632	75.178948	69.445514	92.127650	68.907748	68.808889	69.342726	81.551843	65.117882
Solyc02g088560.4.1	411.746121	422.950690	421.960384	287.888456	405.473358	422.133601	403.792340	357.145479	446.658532	325.610356
Solyc02g088570.2.1	22.363207	15.860207	20.511500	16.731416	37.500787	33.991558	27.839281	17.956869	45.600867	33.324397
Solyc02g088580.1.1	17.197252	20.130746	15.384191	14.436817	18.971520	23.016823	17.511753	16.345751	16.925419	16.824966
Solyc02g088590.4.1	12.399632	18.041604	13.682445	16.074290	37.627799	32.545647	22.750872	19.495166	31.342154	33.597013
Solyc02g088600.4.1	1.823780	1.526943	2.504928	2.299572	6.002844	7.022028	3.774186	4.292619	8.204895	5.864542
Solyc02g088610.4.1	11.894285	14.523515	10.768820	9.897674	20.944024	22.307938	12.708934	9.543996	28.210044	15.632686
Solyc02g088620.3.1	38.999803	46.916240	45.629912	41.617346	59.546153	49.470586	61.325533	43.524711	59.219287	43.463373
Solyc02g088630.4.1	12.590590	9.011045	8.595954	9.078947	14.782292	19.439757	19.714738	7.834486	27.753459	13.330894
Solyc02g088650.1.1	0.059335	0.070848	0.000000	0.027533	0.012504	0.096996	0.163059	0.014358	0.188895	0.102737
Solyc02g088660.4.1	11.201688	13.709077	11.128916	13.321704	14.501905	17.235159	10.288797	13.519413	16.447063	17.755441
Solyc02g088670.1.1	0.060216	0.000000	0.000000	0.101932	0.079720	0.103834	0.534908	0.021739	0.355802	0.044883
Solyc02g088690.4.1	30.110652	19.922600	23.126724	25.407172	33.540064	61.407045	19.348366	15.956199	27.088766	40.941854
Solyc02g088680.1.1	7.936599	1.273228	0.000000	1.221255	2.320961	9.376085	0.000000	1.359862	0.000000	4.169297
Solyc02g088700.4.1	56.503026	45.939680	45.926744	45.053516	38.331775	44.595317	46.365187	35.220853	47.805924	37.276715
Solyc02g088710.3.1	0.207057	0.195571	0.195605	0.316208	0.245430	0.112274	2.980074	0.148778	1.610433	0.000000
Solyc02g088720.4.1	23.588423	21.564003	23.729512	21.364544	33.455776	29.098350	23.397271	26.163398	32.825517	33.852786
Solyc02g088730.2.1	16.552898	14.278184	22.098839	15.464714	34.540900	27.055028	30.275556	20.395727	37.499127	26.155422
Solyc02g088735.1.1	0.236299	1.028871	0.364689	0.792465	3.985488	9.190551	0.240894	0.562393	7.622696	5.263344
Solyc02g088740.1.1	11.869113	16.884108	5.819053	9.940449	20.404051	21.868734	5.707338	3.951598	25.020732	27.678106
Solyc02g088750.2.1	0.078179	0.021535	0.000000	0.000000	0.019816	0.025780	0.000000	0.000000	0.034850	0.000000
Solyc02g088760.2.1	11.158294	20.848274	5.272558	12.705450	20.438572	23.037691	8.067307	11.836497	28.637092	26.795905
Solyc02g088770.3.1	3.965669	3.767335	4.473531	3.715412	7.240742	5.135831	4.014085	3.869186	7.193737	5.325593
Solyc02g088780.4.1	2.458740	4.689282	0.787938	2.218926	1.452909	1.799584	1.360658	2.308924	5.383744	5.217244
Solyc02g088790.3.1	4.300073	4.914270	1.927056	4.999831	5.294821	8.274936	10.783048	4.200525	16.409183	9.841091
Solyc02g088800.2.1	5.183823	4.529356	7.103742	7.139723	15.688135	21.938541	21.018299	10.531892	28.925102	15.648114
Solyc02g088810.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g088820.4.1	0.029676	0.116152	0.093668	0.128289	0.060572	0.098044	0.185005	0.118455	0.368190	0.139050
Solyc02g088830.4.1	0.184172	0.000000	0.000000	0.064931	0.121235	0.334801	0.062751	0.000000	0.000000	0.000000
Solyc02g088840.3.1	0.324433	1.283761	0.191412	1.204457	0.907381	0.195238	0.212673	1.337074	0.967370	0.499227
Solyc02g088850.3.1	0.027736	0.000000	0.000000	0.009879	0.009432	0.000000	0.009603	0.000000	0.016428	0.021419
Solyc02g088860.2.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g088870.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g088880.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g088890.2.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g088900.3.1	0.281825	0.536444	1.106669	0.895761	1.985416	1.573100	0.880223	0.737296	2.767065	1.987344
Solyc02g088905.1.1	0.000000	0.000000	0.000000	0.290775	0.000000	0.362085	0.776519	0.000000	1.271415	0.651989
Solyc02g088910.3.1	7.269139	9.972480	7.362647	9.436773	16.656699	18.315058	29.182872	7.479371	54.506352	14.720412
Solyc02g088920.4.1	3.601251	4.638195	5.193686	5.627909	9.639703	10.146242	5.206972	5.632164	10.170190	8.824034
Solyc02g088930.4.1	41.283713	45.208984	39.374324	44.830126	35.373459	36.126455	36.966651	32.977008	34.188592	29.201347
Solyc02g088940.3.1	31.514029	24.526503	34.074437	23.319891	24.290724	18.615588	28.709762	32.294699	32.213086	25.795831
Solyc02g088950.3.1	0.000000	0.670120	0.000000	0.660138	0.000000	0.824748	0.000000	0.717705	1.030880	0.000000
Solyc02g088953.1.1	7.307539	8.102359	4.272017	5.427801	4.401780	6.626976	4.078760	8.382127	6.075020	6.672123
Solyc02g088955.1.1	0.032665	0.106486	0.000000	0.000000	0.032825	0.217807	0.051707	0.037120	0.167971	0.114845
Solyc02g088957.1.1	0.000000	0.000000	0.000000	0.000000	0.277330	0.000000	0.000000	0.000000	0.125566	0.166673
Solyc02g088980.3.1	5.729445	12.732278	3.935195	0.697860	6.447113	12.225679	0.000000	4.429264	14.277371	6.213071
Solyc02g150145.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g150146.1.1	11.492626	19.152495	8.441229	9.511197	9.672408	4.854237	6.125650	8.105525	9.462276	7.261085
Solyc02g089020.2.1	22.974986	18.095613	16.593002	11.081742	18.649399	18.522867	22.430734	14.715758	18.792465	16.043480
Solyc02g089030.1.1	97.577796	110.853416	61.348651	75.561317	132.810537	67.241236	69.511337	62.592264	88.039905	126.902690
Solyc02g089040.3.1	0.000000	0.000000	0.785936	0.000000	0.000000	0.724169	0.000000	0.000000	0.000000	0.660139
Solyc02g089050.4.1	12.264946	7.377339	13.114129	7.628544	16.246771	17.658190	7.654722	6.911493	25.078149	13.525246
Solyc02g089060.3.1	27.250328	24.267389	26.058304	22.615478	36.653357	32.685662	33.129832	22.978505	33.070656	28.693407
Solyc02g089065.1.1	175.184114	237.236055	196.765511	344.253290	294.813969	367.822698	304.420221	278.984222	265.817957	403.814566
Solyc02g089070.3.1	15.622195	14.134341	13.464411	13.324581	18.481058	19.103291	13.420883	13.263296	23.131995	20.536491
Solyc02g089080.2.1	277.396111	420.010486	178.699565	335.478050	33.189538	41.075136	198.534259	170.019809	29.484196	29.903387
Solyc02g089090.3.1	1.420202	1.499648	2.941107	2.004064	4.076414	5.375160	3.050573	3.656920	11.062796	8.220173
Solyc02g089100.3.1	25.367172	28.635978	20.181905	22.482849	31.599247	30.344518	22.257739	19.063588	32.604365	28.947346
Solyc02g089110.3.1	17.724293	19.304185	13.846331	16.651327	19.643539	17.534445	16.735585	15.260466	21.921422	16.488267
Solyc02g089120.4.1	15.533160	18.650299	9.011584	12.312138	12.118115	13.896712	9.272267	8.810391	9.085765	10.171926
Solyc02g089130.4.1	0.000000	0.054547	0.000000	0.053284	0.000000	0.000000	0.048831	0.000000	0.027330	0.038027
Solyc02g089140.3.1	0.000000	0.074736	0.000000	0.000000	0.070819	0.000000	0.074207	0.000000	0.000000	0.083770
Solyc02g089150.4.1	3.128765	1.787594	1.666033	7.964965	2.230148	0.728131	2.965071	2.108455	1.062603	0.389107
Solyc02g089160.3.1	0.837307	1.171646	0.053350	0.926466	0.537852	0.542707	0.708918	0.795526	0.725777	0.579680
Solyc02g089170.4.1	3.705276	6.517597	8.691108	59.800448	13.895703	1.358042	11.858791	21.096562	6.256822	8.926701
Solyc02g089175.2.1	7.642564	6.188990	5.692034	6.669975	6.411628	7.632189	5.220716	6.079201	9.262012	8.279428
Solyc02g089190.2.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g089200.4.1	790.819482	765.111733	800.349908	769.732873	648.276262	749.704823	583.233736	758.653743	473.111258	646.471472
Solyc02g089210.4.1	1.765470	2.101837	3.133311	2.804453	2.704238	1.662793	2.413414	2.409002	1.991189	1.895141
Solyc02g089220.4.1	21.757098	26.497358	25.643674	25.214815	38.180648	35.356430	26.363577	28.919800	39.160662	33.460250
Solyc02g089230.3.1	49.022309	39.026698	45.813952	40.962260	44.340984	39.771944	47.727993	39.897832	40.961224	42.302950
Solyc02g089240.3.1	26.210666	27.778834	29.431397	26.431808	52.413410	45.262840	31.591013	33.480820	46.989149	40.225710
Solyc02g089250.4.1	1.695385	0.740809	0.068130	0.175370	0.029772	0.482681	0.060055	0.083844	0.051087	0.017215
Solyc02g089260.4.1	8.032935	7.001194	7.553564	7.587323	14.901157	16.289764	9.781158	8.709246	25.401044	15.025090
Solyc02g089270.1.1	5.072671	2.589619	9.847967	5.324007	25.268525	22.486169	6.333753	8.812790	35.947027	21.164800
Solyc02g089280.3.1	37.482793	39.914621	30.189496	35.310001	41.627469	39.611103	41.358687	31.334062	42.930433	42.596522
Solyc02g089290.3.1	25.596684	26.010856	20.958232	21.420511	23.545603	27.712696	17.950044	20.507240	20.886267	22.913975
Solyc02g089295.1.1	0.625658	0.496763	0.653957	0.071330	0.746365	1.129208	0.422663	0.076867	0.859388	0.882979
Solyc02g089300.3.1	0.000000	0.000000	0.000000	0.042817	0.000000	0.000000	0.084644	0.000000	0.000000	0.047494
Solyc02g089310.1.1	4.170592	4.180070	4.561622	3.860347	7.106234	10.300902	11.668537	6.112944	9.382845	9.173554
Solyc02g089320.3.1	18.848503	18.618206	21.292806	17.879904	24.645934	24.427066	43.342982	21.011781	26.049275	21.758095
Solyc02g089330.3.1	1.085049	0.568078	0.914070	0.722978	0.991210	1.966517	1.788571	0.923047	4.376825	2.254410
Solyc02g089340.4.1	2.685774	3.212623	2.014890	2.225110	4.411196	4.970226	6.253172	2.853256	12.904485	6.474839
Solyc02g089350.3.1	17.425945	50.099910	23.658333	34.816001	46.827502	16.831207	44.297085	28.487462	233.649818	110.089169
Solyc02g089360.4.1	14.303702	17.210563	14.320037	15.121477	25.419291	23.230762	20.501192	16.588173	26.740524	23.816060
Solyc02g089370.2.1	2.200677	1.901531	2.496052	2.430758	4.278848	5.480186	2.827417	3.153990	5.944695	3.565524
Solyc02g089380.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.721525	0.000000	0.000000	0.000000
Solyc02g089390.3.1	24.950780	35.812598	29.758962	29.196520	38.304068	32.958359	22.124376	31.809216	36.553004	34.617802
Solyc02g089400.4.1	19.227074	14.894196	23.631483	14.962680	25.074803	27.016676	62.622333	19.741067	44.686716	24.910237
Solyc02g089410.3.1	8.903622	8.153556	11.979655	10.182081	16.799378	17.937637	9.397999	9.779095	15.296927	15.496449
Solyc02g089420.1.1	3.616887	3.187148	10.083498	7.634223	5.712609	5.075472	6.141099	10.815183	4.162183	9.939560
Solyc02g089430.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g089440.3.1	7.918332	9.205295	10.033237	10.515803	16.269418	19.237098	9.484342	8.801590	15.057338	14.620718
Solyc02g089450.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g089460.1.1	0.211281	0.252124	0.325897	1.299208	0.677217	0.954538	1.340048	0.833464	2.183580	0.861051
Solyc02g089465.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g089470.1.1	0.221347	0.000000	0.341437	0.259842	0.228710	0.957943	0.230596	0.555642	1.144533	0.287017
Solyc02g089480.1.1	0.757536	0.660815	1.635006	1.028964	0.910181	0.000000	0.931880	0.549087	0.258835	0.000000
Solyc02g089490.4.1	0.201156	0.726872	1.023049	0.731291	2.520546	2.638091	0.718009	1.119672	4.066098	2.850985
Solyc02g089500.4.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.066991	0.000000	0.000000	0.000000
Solyc02g089510.3.1	0.778839	0.439658	0.584235	0.359629	2.373690	1.204195	0.864732	0.878168	1.832355	1.022882
Solyc02g089520.2.1	0.000000	0.100561	0.000000	0.000000	0.000000	0.000000	0.022099	0.000000	0.000000	0.027198
Solyc02g089530.3.1	0.558867	0.134748	0.364836	0.229187	1.670551	0.525301	0.314607	0.335918	1.140241	0.748428
Solyc02g089540.3.1	0.651143	1.233447	0.194248	0.419642	0.415823	0.064057	0.340801	0.114095	0.054617	0.077644
Solyc02g089550.3.1	6.323704	7.634741	4.638027	4.636725	7.422079	9.631297	2.171362	2.264496	4.355571	4.481806
Solyc02g089560.4.1	1.538138	1.199263	1.748480	0.881831	1.670677	2.305238	0.661593	1.142875	3.392592	2.203598
Solyc02g089570.3.1	2.292641	4.919289	14.137141	81.019857	14.769751	3.709515	17.275186	16.586954	2.637623	16.503469
Solyc02g089580.3.1	4.728090	8.320995	23.749651	105.739058	29.491108	1.670918	23.929546	34.083340	11.330030	22.194320
Solyc02g089590.3.1	9.481967	10.471632	28.718950	256.895894	30.221761	3.224355	29.952205	69.207243	9.928028	40.862887
Solyc02g089600.3.1	12.815267	13.341520	10.677126	15.168581	19.177852	24.107540	16.793758	17.112368	31.630479	31.403149
Solyc02g089610.2.1	761.261352	851.353927	451.082317	373.311468	462.290890	395.913177	607.189345	218.420355	495.316656	172.385441
Solyc02g150147.1.1	137.597607	88.536063	93.060008	67.684804	58.679217	92.279208	136.571500	53.234320	106.777706	31.397224
Solyc02g089620.3.1	271.826358	367.609745	103.340905	167.256533	33.729072	89.931989	67.493746	74.108260	23.289098	28.020472
Solyc02g089630.3.1	23.026079	21.254233	7.104836	6.278936	2.149260	4.378240	8.673730	3.635601	1.106819	1.044975
Solyc02g089640.3.1	5.002656	3.692824	3.076238	3.122126	7.489303	25.256445	2.838758	2.716241	9.808223	19.816640
Solyc02g089650.3.1	6.391479	10.926280	6.474241	7.465182	6.179090	7.297196	6.645028	7.142471	7.567634	10.096033
Solyc02g089655.1.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g089660.2.1	14.948451	4.244093	31.483271	14.867455	36.328083	7.745461	25.660461	11.233639	30.089588	27.606048
Solyc02g089670.4.1	0.434102	0.769642	0.047433	0.782829	0.545712	0.171175	0.015230	1.438067	0.213620	0.016327
Solyc02g089680.4.1	5.380737	5.365372	6.528332	5.824338	10.051311	12.046490	6.106262	7.275105	7.942066	9.260628
Solyc02g089690.3.1	0.031305	0.156640	0.049426	0.084458	0.256190	0.103495	0.488526	0.160454	0.166910	0.201535
Solyc02g089700.4.1	0.000000	0.000000	0.000000	0.000000	0.018848	0.000000	0.038903	0.041146	0.134582	0.021206
Solyc02g089710.3.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Solyc02g089720.3.1	6.837475	4.372519	6.219196	6.551461	10.434086	27.351910	32.704909	7.858655	16.355768	18.186971
Solyc02g089730.1.1	0.733859	0.607121	0.739839	0.536701	0.684411	2.231232	0.799394	1.174512	2.090158	1.233941
Solyc02g089740.3.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.242129	0.000000	0.000000	0.000000
Solyc02g089750.4.1	2.798245	2.510661	2.334772	3.459943	2.989953	5.090874	1.810715	2.868630	6.543864	5.455614
